epoch,train_loss,train_age_acc,train_gender_acc,val_loss,val_age_acc,val_gender_acc,score
1,1.4430906948878,0.498371435609539,0.879682122650048,1.3620102925356043,0.5223473837209303,0.9020712209302325,0.7122093023255813
2,1.2236569239414548,0.5558781956808757,0.9165668018535879,1.2619828498640726,0.5500545058139535,0.9096656975358032,0.7298601016748784
3,1.1413398039112401,0.5786665744837758,0.929937162010719,1.2377565988274508,0.5498183140921038,0.9223292151162791,0.7360737646041915
4,1.0800756693413827,0.5971454031391833,0.9376190695527029,1.2157238437685856,0.5636809593023255,0.9231468023255814,0.7434138808139534
5,1.0123465561849179,0.6195496865781711,0.9456735496411984,1.215425392222959,0.5626090116972147,0.9207848837209303,0.7416969477090725
